genome_id,kingdom,specie,protein,mono_score,dimer_score,class,genome_predominant_architecture_type
GCA_009497895.1,Pseudomonadati,Halopseudomonas pelagia,CP033116.1_2750005_2751264,,581.9,dimeric,predominantly_dimeric
GCA_009497895.1,Pseudomonadati,Halopseudomonas pelagia,CP033116.1_2434694_2435776,,231.5,dimeric,predominantly_dimeric
GCA_009497895.1,Pseudomonadati,Halopseudomonas pelagia,CP033116.1_1284744_1285883,,220.6,dimeric,predominantly_dimeric
GCA_009497895.1,Pseudomonadati,Halopseudomonas pelagia,CP033116.1_1056092_1057087,,230.9,dimeric,predominantly_dimeric
GCA_009498295.1,Pseudomonadati,Oceanihabitans sp. IOP_32,CP040813.1_2389406_2390515,,206.9,dimeric,ambiguous
GCA_009498295.1,Pseudomonadati,Oceanihabitans sp. IOP_32,CP040813.1_3327537_3328595,,214.3,dimeric,ambiguous
GCA_009498295.1,Pseudomonadati,Oceanihabitans sp. IOP_32,CP040813.1_393319_395526,1324.2,,monomeric,ambiguous
GCA_009498295.1,Pseudomonadati,Oceanihabitans sp. IOP_32,CP040813.1_395600_397975,363.7,,monomeric,ambiguous
GCA_009498415.1,Bacillati,Fictibacillus phosphorivorans,SAYN01000021.1_774916_776184,,589.8,dimeric,predominantly_dimeric
GCA_009498415.1,Bacillati,Fictibacillus phosphorivorans,SAYN01000021.1_851473_852567,,237.4,dimeric,predominantly_dimeric
GCA_009498525.1,Pseudomonadati,Rhizobium sp. ICMP 5592,QSNT01000001.1_1560364_1561407,,221.7,dimeric,predominantly_dimeric
GCA_009498525.1,Pseudomonadati,Rhizobium sp. ICMP 5592,QSNT01000002.1_1131837_1133051,,432.1,dimeric,predominantly_dimeric
GCA_009498525.1,Pseudomonadati,Rhizobium sp. ICMP 5592,QSNT01000006.1_137965_139077,,217.1,dimeric,predominantly_dimeric
GCA_009498525.1,Pseudomonadati,Rhizobium sp. ICMP 5592,QSNT01000001.1_875579_876652,,221.0,dimeric,predominantly_dimeric
GCA_009498735.1,Bacillati,Gracilibacillus oryzae,ML762425.1_28503_28850,,110.7,dimeric,predominantly_dimeric
GCA_009498735.1,Bacillati,Gracilibacillus oryzae,ML762425.1_28832_29557,,87.4,dimeric,predominantly_dimeric
GCA_009498735.1,Bacillati,Gracilibacillus oryzae,ML762426.1_80494_81759,,604.2,dimeric,predominantly_dimeric
GCA_009547075.1,Pseudomonadati,Gluconobacter aidae,WIPH01000021.1_23900_24922,,362.0,dimeric,predominantly_dimeric
GCA_009547075.1,Pseudomonadati,Gluconobacter aidae,WIPH01000001.1_27075_28184,,221.1,dimeric,predominantly_dimeric
GCA_009557615.1,Pseudomonadati,Sphingobacterium zhuxiongii,CP045652.1_2446390_2448603,1277.9,,monomeric,predominantly_dimeric
GCA_009557615.1,Pseudomonadati,Sphingobacterium zhuxiongii,CP045652.1_3533747_3534820,,243.9,dimeric,predominantly_dimeric
GCA_009557615.1,Pseudomonadati,Sphingobacterium zhuxiongii,CP045652.1_2213236_2214498,,553.4,dimeric,predominantly_dimeric
GCA_009569385.1,Bacillati,Streptomyces kaniharaensis,WBOF01000001.1_4017535_4018599,,222.4,dimeric,ambiguous
GCA_009569385.1,Bacillati,Streptomyces kaniharaensis,WBOF01000001.1_5643169_5645391,1304.6,,monomeric,ambiguous
GCA_009600025.1,Pseudomonadati,Pseudomonas helleri,WIWP01000033.1_1_597,,72.1,dimeric,predominantly_dimeric
GCA_009600025.1,Pseudomonadati,Pseudomonas helleri,WIWP01000070.1_18964_19524,,162.4,dimeric,predominantly_dimeric
GCA_009600025.1,Pseudomonadati,Pseudomonas helleri,WIWP01000004.1_106658_108880,1347.7,,monomeric,predominantly_dimeric
GCA_009600485.1,Pseudomonadati,Pseudomonas helleri,WIVS01000005.1_34741_36966,1340.8,,monomeric,predominantly_dimeric
GCA_009600485.1,Pseudomonadati,Pseudomonas helleri,WIVS01000036.1_14238_15320,,235.5,dimeric,predominantly_dimeric
GCA_009600485.1,Pseudomonadati,Pseudomonas helleri,WIVS01000072.1_5437_6519,,232.6,dimeric,predominantly_dimeric
GCA_009600605.1,Pseudomonadati,Segnochrobactrum spirostomi,VWNA01000001.1_1123973_1125190,,428.7,dimeric,predominantly_dimeric
GCA_009600605.1,Pseudomonadati,Segnochrobactrum spirostomi,VWNA01000001.1_2295999_2297111,,222.1,dimeric,predominantly_dimeric
GCA_009601015.1,Bacillati,Lactococcus hircilactis,WITJ01000001.1_122944_124182,,518.9,dimeric,predominantly_dimeric
GCA_009601015.1,Bacillati,Lactococcus hircilactis,WITJ01000003.1_68975_70009,,260.2,dimeric,predominantly_dimeric
GCA_009601025.1,Pseudomonadati,Roseospira navarrensis,WIVE01000018.1_22485_23699,,441.3,dimeric,predominantly_dimeric
GCA_009601025.1,Pseudomonadati,Roseospira navarrensis,WIVE01000024.1_41737_42831,,231.1,dimeric,predominantly_dimeric
GCA_009601055.1,Bacillati,Lactococcus sp. dk101,WITI01000008.1_75228_76463,,487.8,dimeric,predominantly_dimeric
GCA_009601105.1,Bacillati,Nocardioides sp. dk4132,WITM01000004.1_165375_167564,1255.2,,monomeric,predominantly_dimeric
GCA_009601105.1,Bacillati,Nocardioides sp. dk4132,WITM01000011.1_99638_100723,,241.7,dimeric,predominantly_dimeric
GCA_009601105.1,Bacillati,Nocardioides sp. dk4132,WITM01000008.1_69244_70299,,223.8,dimeric,predominantly_dimeric
GCA_009601165.1,Pseudomonadati,Alcanivorax sediminis,WIRE01000001.1_204931_205944,,372.2,dimeric,predominantly_dimeric
GCA_009601165.1,Pseudomonadati,Alcanivorax sediminis,WIRE01000001.1_2448590_2449666,,243.7,dimeric,predominantly_dimeric
GCA_009601165.1,Pseudomonadati,Alcanivorax sediminis,WIRE01000001.1_2546380_2548602,1292.8,,monomeric,predominantly_dimeric
GCA_009601165.1,Pseudomonadati,Alcanivorax sediminis,WIRE01000004.1_25012_26139,,192.0,dimeric,predominantly_dimeric
GCA_009601395.1,Pseudomonadati,Sinorhizobium saheli,WITB01000199.1_16185_17228,,229.4,dimeric,predominantly_dimeric
GCA_009601395.1,Pseudomonadati,Sinorhizobium saheli,WITB01000193.1_37682_38896,,437.6,dimeric,predominantly_dimeric
GCA_009601395.1,Pseudomonadati,Sinorhizobium saheli,WITB01000185.1_16284_17396,,209.9,dimeric,predominantly_dimeric
GCA_009602405.1,Thermoproteati,Sulfolobus sp. E11-6,CP045706.1_2493897_2494907,,291.9,dimeric,predominantly_dimeric
GCA_009602405.1,Thermoproteati,Sulfolobus sp. E11-6,CP045706.1_1213000_1214238,,490.3,dimeric,predominantly_dimeric
GCA_009602465.1,Bacillati,Cumulibacter manganitolerans,WBKP01000031.1_40820_43024,1245.8,,monomeric,ambiguous
GCA_009602465.1,Bacillati,Cumulibacter manganitolerans,WBKP01000042.1_23399_24424,,231.9,dimeric,ambiguous
GCA_009602535.1,Bacillati,Ornithinicoccus halotolerans,WIQI01000003.1_26222_28447,1256.6,,monomeric,predominantly_dimeric
GCA_009602535.1,Bacillati,Ornithinicoccus halotolerans,WIQI01000057.1_7722_8810,,222.5,dimeric,predominantly_dimeric
GCA_009602535.1,Bacillati,Ornithinicoccus halotolerans,WIQI01000095.1_4355_5485,,218.2,dimeric,predominantly_dimeric
GCA_009604375.1,Bacillati,Actinomadura macrotermitis,WEGH01000003.1_1323173_1324390,,429.9,dimeric,predominantly_dimeric
GCA_009604375.1,Bacillati,Actinomadura macrotermitis,WEGH01000001.1_1304870_1305925,,233.9,dimeric,predominantly_dimeric
GCA_009604385.1,Bacillati,Streptomyces smaragdinus,WEGJ01000005.1_262122_263165,,235.8,dimeric,ambiguous
GCA_009604385.1,Bacillati,Streptomyces smaragdinus,WEGJ01000001.1_482073_484292,1291.4,,monomeric,ambiguous
GCA_009604405.1,Bacillati,Nocardia macrotermitis,WEGK01000009.1_104303_105385,,279.9,dimeric,predominantly_dimeric
GCA_009604405.1,Bacillati,Nocardia macrotermitis,WEGK01000031.1_19247_20464,,430.2,dimeric,predominantly_dimeric
GCA_009604405.1,Bacillati,Nocardia macrotermitis,WEGK01000003.1_28042_29049,,230.5,dimeric,predominantly_dimeric
GCA_009604405.1,Bacillati,Nocardia macrotermitis,WEGK01000003.1_276978_278036,,235.7,dimeric,predominantly_dimeric
GCA_009604425.1,Bacillati,Nocardia aurantia,WEGI01000012.1_259322_260539,,431.9,dimeric,predominantly_dimeric
GCA_009604425.1,Bacillati,Nocardia aurantia,WEGI01000011.1_396305_397312,,223.3,dimeric,predominantly_dimeric
GCA_009604425.1,Bacillati,Nocardia aurantia,WEGI01000002.1_279389_280495,,293.6,dimeric,predominantly_dimeric
GCA_009617575.1,Pseudomonadati,Rhodocyclus gracilis,WIXJ01000004.1_175750_176982,,592.1,dimeric,predominantly_dimeric
GCA_009617575.1,Pseudomonadati,Rhodocyclus gracilis,WIXJ01000001.1_356084_357148,,247.1,dimeric,predominantly_dimeric
GCA_009617595.1,Pseudomonadati,Tritonibacter aquimaris,WIXK01000006.1_83037_84140,,238.7,dimeric,ambiguous
GCA_009617595.1,Pseudomonadati,Tritonibacter aquimaris,WIXK01000006.1_157728_159941,1152.4,,monomeric,ambiguous
GCA_009617875.1,Pseudomonadati,Prolixibacter sp. NT017,BLAV01000001.1_1390598_1391824,,411.6,dimeric,predominantly_dimeric
GCA_009617875.1,Pseudomonadati,Prolixibacter sp. NT017,BLAV01000001.1_3258860_3259933,,233.8,dimeric,predominantly_dimeric
GCA_009617875.1,Pseudomonadati,Prolixibacter sp. NT017,BLAV01000001.1_1517144_1518334,,306.1,dimeric,predominantly_dimeric
GCA_009617895.1,Pseudomonadati,Prolixibacter sp. SD074,BLAW01000001.1_758423_759649,,408.5,dimeric,predominantly_dimeric
GCA_009617895.1,Pseudomonadati,Prolixibacter sp. SD074,BLAW01000001.1_2178744_2179817,,227.2,dimeric,predominantly_dimeric
GCA_009617895.1,Pseudomonadati,Prolixibacter sp. SD074,BLAW01000001.1_1218925_1220115,,306.1,dimeric,predominantly_dimeric
GCA_009617995.1,Methanobacteriati,Halomicrobium sp. LC1Hm,CP044129.1_741961_743238,,513.1,dimeric,predominantly_dimeric
GCA_009617995.1,Methanobacteriati,Halomicrobium sp. LC1Hm,CP044129.1_1853802_1854782,,285.5,dimeric,predominantly_dimeric
GCA_009618275.1,Pseudomonadati,Roseimaritima sediminicola,WIAD01000042.1_22809_23876,,245.3,dimeric,ambiguous
GCA_009618275.1,Pseudomonadati,Roseimaritima sediminicola,WIAD01000021.1_13865_16105,1292.8,,monomeric,ambiguous
GCA_009646095.1,Bacillati,Raineyella fluvialis,CP045725.1_2428667_2429176,270.0,,monomeric,predominantly_monomeric
GCA_009646095.1,Bacillati,Raineyella fluvialis,CP045725.1_2429176_2430876,980.0,,monomeric,predominantly_monomeric
GCA_009646095.1,Bacillati,Raineyella fluvialis,CP045725.1_3424179_3425210,,243.4,dimeric,predominantly_monomeric
GCA_009646335.1,Pseudomonadati,Caenimonas koreensis,WJBU01000001.1_371545_372630,,210.9,dimeric,predominantly_dimeric
GCA_009646335.1,Pseudomonadati,Caenimonas koreensis,WJBU01000009.1_241967_243055,,264.2,dimeric,predominantly_dimeric
GCA_009646335.1,Pseudomonadati,Caenimonas koreensis,WJBU01000013.1_18597_19850,,585.1,dimeric,predominantly_dimeric
GCA_009646335.1,Pseudomonadati,Caenimonas koreensis,WJBU01000002.1_105108_106175,,225.8,dimeric,predominantly_dimeric
GCA_009646425.1,Pseudomonadati,Burkholderiales bacterium LSUCC0115,WJBW01000001.1_324053_325129,,235.0,dimeric,predominantly_dimeric
GCA_009646425.1,Pseudomonadati,Burkholderiales bacterium LSUCC0115,WJBW01000001.1_363521_364588,,228.5,dimeric,predominantly_dimeric
GCA_009646425.1,Pseudomonadati,Burkholderiales bacterium LSUCC0115,WJBW01000004.1_58310_59380,,219.0,dimeric,predominantly_dimeric
GCA_009646425.1,Pseudomonadati,Burkholderiales bacterium LSUCC0115,WJBW01000002.1_312844_314142,,585.4,dimeric,predominantly_dimeric
GCA_009647605.1,Bacillati,Agromyces agglutinans,WJIF01000009.1_127540_128757,,423.9,dimeric,predominantly_dimeric
GCA_009647605.1,Bacillati,Agromyces agglutinans,WJIF01000001.1_614820_615896,,239.1,dimeric,predominantly_dimeric
GCA_009647655.1,Pseudomonadati,Chitinophaga sp. SYP-B3965,WJFD01000001.1_1501539_1502612,,239.1,dimeric,predominantly_dimeric
GCA_009647655.1,Pseudomonadati,Chitinophaga sp. SYP-B3965,WJFD01000003.1_270884_272149,,563.3,dimeric,predominantly_dimeric
GCA_009647655.1,Pseudomonadati,Chitinophaga sp. SYP-B3965,WJFD01000003.1_272223_273455,,416.5,dimeric,predominantly_dimeric
GCA_009647655.1,Pseudomonadati,Chitinophaga sp. SYP-B3965,WJFD01000003.1_78048_79127,,228.4,dimeric,predominantly_dimeric
GCA_009648515.1,Pseudomonadati,Chryseobacterium cucumeris,CP045734.1_1697546_1699876,109.8,,monomeric,predominantly_monomeric
GCA_009648515.1,Pseudomonadati,Chryseobacterium cucumeris,CP045734.1_556779_557903,,235.3,dimeric,predominantly_monomeric
GCA_009648515.1,Pseudomonadati,Chryseobacterium cucumeris,CP045734.1_3930536_3932809,1266.6,,monomeric,predominantly_monomeric
GCA_009649075.1,Bacillati,Aeromicrobium yanjiei,CP045737.1_2954452_2956665,1299.6,,monomeric,ambiguous
GCA_009649075.1,Bacillati,Aeromicrobium yanjiei,CP045737.1_2439522_2440595,,238.7,dimeric,ambiguous
GCA_009649225.1,Pseudomonadati,Spiribacter salilacus,WJPP01000001.1_585433_586947,,437.8,dimeric,predominantly_dimeric
GCA_009649225.1,Pseudomonadati,Spiribacter salilacus,WJPP01000001.1_250020_251318,,572.6,dimeric,predominantly_dimeric
GCA_009649225.1,Pseudomonadati,Spiribacter salilacus,WJPP01000003.1_85852_86916,,243.4,dimeric,predominantly_dimeric
GCA_009649225.1,Pseudomonadati,Spiribacter salilacus,WJPP01000004.1_190127_191212,,219.0,dimeric,predominantly_dimeric
GCA_009649635.1,Bacillati,Microbacterium sp. SYP-A9085,WJII01000002.1_504957_507176,1202.5,,monomeric,predominantly_dimeric
GCA_009649635.1,Bacillati,Microbacterium sp. SYP-A9085,WJII01000002.1_473013_474110,,306.0,dimeric,predominantly_dimeric
GCA_009649635.1,Bacillati,Microbacterium sp. SYP-A9085,WJII01000004.1_154733_155785,,239.3,dimeric,predominantly_dimeric
GCA_009649675.1,Pseudomonadati,Alphaproteobacteria bacterium HT1-32,WJPL01000002.1_108984_110102,,223.1,dimeric,predominantly_dimeric
GCA_009649675.1,Pseudomonadati,Alphaproteobacteria bacterium HT1-32,WJPL01000001.1_833590_834660,,252.0,dimeric,predominantly_dimeric
GCA_009649675.1,Pseudomonadati,Alphaproteobacteria bacterium HT1-32,WJPL01000001.1_7525_8739,,430.6,dimeric,predominantly_dimeric
GCA_009649675.1,Pseudomonadati,Alphaproteobacteria bacterium HT1-32,WJPL01000001.1_1830990_1832099,,222.6,dimeric,predominantly_dimeric
GCA_009649675.1,Pseudomonadati,Alphaproteobacteria bacterium HT1-32,WJPL01000003.1_687210_688271,,290.3,dimeric,predominantly_dimeric
GCA_009649675.1,Pseudomonadati,Alphaproteobacteria bacterium HT1-32,WJPL01000002.1_593569_594645,,241.1,dimeric,predominantly_dimeric
GCA_009649675.1,Pseudomonadati,Alphaproteobacteria bacterium HT1-32,WJPL01000003.1_554287_555348,,224.3,dimeric,predominantly_dimeric
GCA_009649685.1,Pseudomonadati,Flavobacteriaceae bacterium EG-1,WJPK01000001.1_1035480_1036598,,220.6,dimeric,ambiguous
GCA_009649685.1,Pseudomonadati,Flavobacteriaceae bacterium EG-1,WJPK01000001.1_1153730_1155949,1291.7,,monomeric,ambiguous
GCA_009649685.1,Pseudomonadati,Flavobacteriaceae bacterium EG-1,WJPK01000001.1_1156074_1158473,313.5,,monomeric,ambiguous
GCA_009649685.1,Pseudomonadati,Flavobacteriaceae bacterium EG-1,WJPK01000001.1_576797_579184,276.5,,monomeric,ambiguous
GCA_009649685.1,Pseudomonadati,Flavobacteriaceae bacterium EG-1,WJPK01000001.1_852893_853948,,223.5,dimeric,ambiguous
GCA_009649685.1,Pseudomonadati,Flavobacteriaceae bacterium EG-1,WJPK01000001.1_861243_861518,,71.4,dimeric,ambiguous
GCA_009649735.1,Bacillati,Salinibacillus xinjiangensis,WJNH01000001.1_298066_299127,,229.1,dimeric,predominantly_dimeric
GCA_009649735.1,Bacillati,Salinibacillus xinjiangensis,WJNH01000001.1_147496_148620,,268.9,dimeric,predominantly_dimeric
GCA_009649735.1,Bacillati,Salinibacillus xinjiangensis,WJNH01000008.1_66343_67449,,232.1,dimeric,predominantly_dimeric
GCA_009649735.1,Bacillati,Salinibacillus xinjiangensis,WJNH01000011.1_32299_33561,,607.9,dimeric,predominantly_dimeric
GCA_009649745.1,Bacillati,Aquibacillus halophilus,WJNG01000007.1_84156_85427,,603.8,dimeric,predominantly_dimeric
GCA_009649745.1,Bacillati,Aquibacillus halophilus,WJNG01000002.1_582100_583179,,234.4,dimeric,predominantly_dimeric
GCA_009649815.1,Bacillati,Nocardia sp. SYP-A9097,WJIC01000015.1_185314_186321,,239.8,dimeric,predominantly_dimeric
GCA_009649815.1,Bacillati,Nocardia sp. SYP-A9097,WJIC01000006.1_207691_208908,,429.9,dimeric,predominantly_dimeric
GCA_009649815.1,Bacillati,Nocardia sp. SYP-A9097,WJIC01000010.1_139225_140310,,304.3,dimeric,predominantly_dimeric
GCA_009649845.1,Pseudomonadati,Polyangium spumosum,WJIE01000002.1_729777_731195,,585.3,dimeric,predominantly_dimeric
GCA_009649845.1,Pseudomonadati,Polyangium spumosum,WJIE01000006.1_269910_270989,,245.4,dimeric,predominantly_dimeric
GCA_009649955.1,Bacillati,Heliorestis convoluta,CP045875.1_2306069_2307115,,519.0,dimeric,predominantly_dimeric
GCA_009649955.1,Bacillati,Heliorestis convoluta,CP045875.1_243451_244521,,254.1,dimeric,predominantly_dimeric
GCA_009649975.1,Bacillati,Lysinibacillus pakistanensis,CP045835.1_2944723_2945823,,228.5,dimeric,predominantly_dimeric
GCA_009649975.1,Bacillati,Lysinibacillus pakistanensis,CP045835.1_3736392_3737654,,601.2,dimeric,predominantly_dimeric
GCA_009649975.1,Bacillati,Lysinibacillus pakistanensis,CP045835.1_1047337_1048389,,224.4,dimeric,predominantly_dimeric
GCA_009650095.1,Bacillati,Gracilibacillus salitolerans,CP045915.1_2167668_2168735,,233.5,dimeric,predominantly_dimeric
GCA_009650095.1,Bacillati,Gracilibacillus salitolerans,CP045915.1_3126663_3127928,,593.9,dimeric,predominantly_dimeric
GCA_009650135.1,Pseudomonadati,Litorivicinus lipolyticus,CP045871.1_885372_886628,,572.4,dimeric,predominantly_dimeric
GCA_009650135.1,Pseudomonadati,Litorivicinus lipolyticus,CP045871.1_738651_739730,,257.0,dimeric,predominantly_dimeric
GCA_009650215.1,Bacillati,Actinomarinicola tropica,CP045851.1_344540_345760,,446.5,dimeric,predominantly_dimeric
GCA_009650215.1,Bacillati,Actinomarinicola tropica,CP045851.1_1189954_1190949,,223.9,dimeric,predominantly_dimeric
GCA_009650435.1,Pseudomonadati,Foetidibacter luteolus,VVIP01000013.1_181793_182908,,232.2,dimeric,predominantly_dimeric
GCA_009650435.1,Pseudomonadati,Foetidibacter luteolus,VVIP01000049.1_136722_137954,,424.8,dimeric,predominantly_dimeric
GCA_009650435.1,Pseudomonadati,Foetidibacter luteolus,VVIP01000065.1_102688_105021,119.0,,monomeric,predominantly_dimeric
GCA_009650435.1,Pseudomonadati,Foetidibacter luteolus,VVIP01000094.1_120429_121499,,234.1,dimeric,predominantly_dimeric
GCA_009650435.1,Pseudomonadati,Foetidibacter luteolus,VVIP01000035.1_197821_199275,,410.4,dimeric,predominantly_dimeric
GCA_009650605.1,Pseudomonadati,Labrenzia sp. CE80,WAJT01000003.1_67090_68202,,217.0,dimeric,predominantly_dimeric
GCA_009650605.1,Pseudomonadati,Labrenzia sp. CE80,WAJT01000001.1_557126_559342,1254.6,,monomeric,predominantly_dimeric
GCA_009650605.1,Pseudomonadati,Labrenzia sp. CE80,WAJT01000004.1_398923_399291,,72.3,dimeric,predominantly_dimeric
GCA_009650605.1,Pseudomonadati,Labrenzia sp. CE80,WAJT01000001.1_552263_553477,,433.6,dimeric,predominantly_dimeric
GCA_009651005.1,Bacillati,Sporosarcina obsidiansis,WHVW01000002.1_59461_60729,,583.2,dimeric,predominantly_dimeric
GCA_009651005.1,Bacillati,Sporosarcina obsidiansis,WHVW01000025.1_7636_8697,,220.4,dimeric,predominantly_dimeric
GCA_009651005.1,Bacillati,Sporosarcina obsidiansis,WHVW01000001.1_377133_378233,,240.1,dimeric,predominantly_dimeric
GCA_009653635.1,Pseudomonadati,Endozoicomonas sp. OPT23,PPFD01000007.1_411534_412616,,227.4,dimeric,ambiguous
GCA_009653635.1,Pseudomonadati,Endozoicomonas sp. OPT23,PPFD01000006.1_283546_285777,1250.9,,monomeric,ambiguous
GCA_009659495.1,Bacillati,Fundicoccus ignavus,WJQS01000020.1_7581_8621,,233.8,dimeric,predominantly_dimeric
GCA_009659495.1,Bacillati,Fundicoccus ignavus,WJQS01000010.1_9059_10054,,397.7,dimeric,predominantly_dimeric
GCA_009659535.1,Pseudomonadati,Aggregicoccus sp. 17bor-14,VJZZ01000008.1_41779_43074,,576.5,dimeric,predominantly_dimeric
GCA_009659535.1,Pseudomonadati,Aggregicoccus sp. 17bor-14,VJZZ01000003.1_491436_492440,,382.2,dimeric,predominantly_dimeric
GCA_009659645.1,Pseudomonadati,Ornithobacterium rhinotracheale,RJJK01000005.1_64237_66456,1195.9,,monomeric,predominantly_monomeric
GCA_009662095.1,Pseudomonadati,Pseudomonas sp. JG-B,VOWX01000088.1_83833_85089,,594.5,dimeric,predominantly_dimeric
GCA_009662095.1,Pseudomonadati,Pseudomonas sp. JG-B,VOWX01000076.1_59321_60403,,249.1,dimeric,predominantly_dimeric
GCA_009662095.1,Pseudomonadati,Pseudomonas sp. JG-B,VOWX01000049.1_19297_20295,,245.2,dimeric,predominantly_dimeric
GCA_009662095.1,Pseudomonadati,Pseudomonas sp. JG-B,VOWX01000088.1_85446_87674,1282.8,,monomeric,predominantly_dimeric
GCA_009663185.1,Bacillati,Isoptericola halalbus,VJZX01000041.1_8620_10836,1293.4,,monomeric,predominantly_dimeric
GCA_009663185.1,Bacillati,Isoptericola halalbus,VJZX01000026.1_21180_22223,,231.5,dimeric,predominantly_dimeric
GCA_009663185.1,Bacillati,Isoptericola halalbus,VJZX01000009.1_135826_136947,,231.7,dimeric,predominantly_dimeric
GCA_009663665.1,Bacillati,Faecalicatena contorta,RDBT01000005.1_205069_206157,,229.3,dimeric,predominantly_dimeric
GCA_009663665.1,Bacillati,Faecalicatena contorta,RDBT01000005.1_195756_196952,,420.1,dimeric,predominantly_dimeric
GCA_009663685.2,Pseudomonadati,Cupriavidus sp. U2,RCOG02000036.1_42918_44006,,217.3,dimeric,predominantly_dimeric
GCA_009663685.2,Pseudomonadati,Cupriavidus sp. U2,RCOG02000032.1_670983_672050,,245.8,dimeric,predominantly_dimeric
GCA_009663685.2,Pseudomonadati,Cupriavidus sp. U2,RCOG02000027.1_616058_618301,1294.3,,monomeric,predominantly_dimeric
GCA_009663685.2,Pseudomonadati,Cupriavidus sp. U2,RCOG02000001.1_112161_113411,,598.3,dimeric,predominantly_dimeric
GCA_009663685.2,Pseudomonadati,Cupriavidus sp. U2,RCOG02000012.1_92002_93075,,229.4,dimeric,predominantly_dimeric
